filename;ref;poledi;numper;cie.name;trouvé dans le document;trouvé dans la base;OK ou KO;Commentaire
AVT_COUTIER_INDUSTRIE_2275104110000_1_8511420.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
L_OFFRE_PORTAGE_2270829600101_1.pdf;2,27083E+12;2270829600101K16;6937023;AXA;VRAI;VRAI;OK;
ELECTRO_MENAGER_2268735610011_1.pdf;2,26874E+12;2268735610011A98;7159651;AXA;VRAI;VRAI;OK;
AVT_CARROSSERIE_INDUSTRIELLE_2027201102720_1_613479.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_AXIA_62_2275176110200_1_7930417.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
JUDICIA_CONSEILS_2263806400010_1.pdf;2,26381E+12;2263806400010S65;5727291;AXA;VRAI;VRAI;OK;
F.F.F._FEDERATION_2284417500020_1.pdf;2,28442E+12;;;AXA;VRAI;FAUX;KO;
RECOS_MACHINES_2257742100000_1.pdf;2,25774E+12;2257742100000W16;9318342;AXA;VRAI;VRAI;OK;
GEZIM_INTERIM_2269512100000_1.pdf;2,26951E+12;2269512100000H16;7064724;AXA;VRAI;VRAI;OK;
AVT_COOPENATES_SARL_2258677120000_1_7738887.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
ELECTRO_MENAGER_2268735410000_1.pdf;2,26874E+12;;;AXA;VRAI;FAUX;KO;
AVT_CP_ADIT_2270603400000_1_9019353.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
STIEBEL_ELTRON_2843891400050_1.pdf;2,84389E+12;2843891400050Z98;8962109;AXA;VRAI;VRAI;OK;
ELECTRO_MENAGER_2268735410011_1.pdf;2,26874E+12;;;AXA;VRAI;FAUX;KO;
CESAR_2000143063610_1.pdf;2,00014E+12;;;AXA;VRAI;FAUX;KO;
AVT_CP_ASCENCEURS__MULTI_2275077400050_1_7887233.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CENT_FAMILLES_LAHAYE_2261650100100_1_6532451.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
RECOSTRA_2841491621051_1.pdf;2,84149E+12;;;AXA;VRAI;FAUX;KO;
AVT_CP_A.W._FABER_CASTELL_2263190600051_1_8544501.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CHIRAL_TECHNOLOGIES_2251855100000_1_4846649.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
LOCATION_TRANSPORT_FONTOY_2265554100000_1.pdf;2,26555E+12;2265554100000U16;7360180;AXA;VRAI;VRAI;OK;
PARENTHESE_2263549630401_1.pdf;2,26355E+12;2263549630401R47;7252366;AXA;VRAI;VRAI;OK;
AVT_CP_DECIBEL_FRANCE_2263898400400_1_8809926.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SCHROLL_2257752100000_1.pdf;2,25775E+12;2257752100000M47;8719497;AXA;VRAI;VRAI;OK;
SCHOELLER_INDUSTRIES_2251840200000_1.pdf;2,25184E+12;2251840200000B95;7008141;AXA;VRAI;VRAI;OK;
JUDICIA_CONSEILS_2263806600001_1.pdf;2,26381E+12;2263806600001Z95;5727345;AXA;VRAI;VRAI;OK;
AVT_CP_VOB_2265716600002_1_6442122.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
DELTICO_2251229100130_1.pdf;2,25123E+12;;;AXA;VRAI;FAUX;KO;
PGS_ARNAUD_2842057100400_1.pdf;2,84206E+12;2842057100400G19;8381261;AXA;VRAI;VRAI;OK;
PHICA_2264152400000_1.pdf;2,26415E+12;2264152400000N11;6081391;AXA;VRAI;VRAI;OK;
AVT_CP_CINQ_PLUS_EXPERTISE_2711100120597_1_8557631.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SKAYL_2271150410100_1.pdf;2,27115E+12;2271150410100F16;6937213;AXA;VRAI;VRAI;OK;
AVT_CP_TRANSPORTS_KLEIN_SA_2840528410050_1_8347645.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
GO_MONDE_2713914000002_1.pdf;2,71391E+12;;;AXA;VRAI;FAUX;KO;
BABYLANGUES_ET_COMPAGNIE_2261921400100_1.pdf;2,26192E+12;2261921400100W95;5612907;AXA;VRAI;VRAI;OK;
SCHROLL_2257752420000_1.pdf;2,25775E+12;2257752420000N11;5915138;AXA;VRAI;VRAI;OK;
AVT_ARTENREEL_SARL_2258676120000_1_7742631.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CP_WEIGERDING_HOLDING_2267193420050_1_8906282.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
TRANSCONSEIL_ASSURANCES_2510909280001_1.pdf;2,51091E+12;;;AXA;VRAI;FAUX;KO;
FINCKE_GMBH_REPRESENTEE_2712482003300_1.pdf;2,71248E+12;2712482003300J19;5115738;AXA;VRAI;VRAI;OK;
SOFICO_FRANCE_2841058420060_1.pdf;2,84106E+12;2841058420060Y19;8389882;AXA;VRAI;VRAI;OK;
AVT_CHARPALOR_2262485410011_1_9304307.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
JEANNIOT_GESTION_2260338410000_1.pdf;2,26034E+12;;;AXA;VRAI;FAUX;KO;
L_OFFRE_PARTAGEE_2270829610101_1.pdf;2,27083E+12;2,27E+55;7164853;AXA;VRAI;VRAI;OK;
AVT_CABINET_J.C._SCHMITT_2985610100000_1_7738530.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
GROUPE_ADIT_2270603400300_1.pdf;2,2706E+12;2270603400300L95;9019648;AXA;VRAI;VRAI;OK;
EDICOURTAGE_2263546400000_1.pdf;2,26355E+12;2263546400000L95;6116456;AXA;VRAI;VRAI;OK;
PGS_ARNAUD_2842059410000_1.pdf;2,84206E+12;2842059410000R95;8376969;AXA;VRAI;VRAI;OK;
SCHROLL_2841916600064_1.pdf;2,84192E+12;;;AXA;VRAI;FAUX;KO;
PGS_NORD_2842057110800_1.pdf;2,84206E+12;2842057110800L50;8382337;AXA;VRAI;VRAI;OK;
AVT_AXIA_6_2275176100060_1_7929992.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
PGS_CENTRE_2842057110500_1.pdf;2,84206E+12;2842057110500K50;8376869;AXA;VRAI;VRAI;OK;
SODEXPO_2967101200000_1.pdf;2,9671E+12;;;AXA;VRAI;FAUX;KO;
FININCO_2842057111300_1.pdf;2,84206E+12;2,84E+62;8381788;AXA;VRAI;VRAI;OK;
ETABLISSEMENTS_HUOT_2271750400010_1.pdf;2,27175E+12;2271750400010B36;7362061;AXA;VRAI;VRAI;OK;
EURODIC_2509695960000_1.pdf;2,5097E+12;2509695960000B42;5532998;AXA;VRAI;VRAI;OK;
PGS_PERURENA_2842059100200_1.pdf;2,84206E+12;2842059100200C50;8376859;AXA;VRAI;VRAI;OK;
SCHOELLER_INDUSTRIES_2270678600001_1.pdf;2,27068E+12;2270678600001R95;7008185;AXA;VRAI;VRAI;OK;
GROUPE_ABRY_ARNOLD_2431554510000_1.pdf;2,43155E+12;2431554510000F36;7283689;AXA;VRAI;VRAI;OK;
SINBIO_SCOP_2253967120000_1.pdf;2,25397E+12;2253967120000R50;6843849;AXA;VRAI;VRAI;OK;
AVT_AXIA_11_2275176100110_1_7930240.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SIRMAT_2842454619053_1.pdf;2,84245E+12;2842454619053Z98;8376294;AXA;VRAI;VRAI;OK;
SCHROLL_2841491620066_1.pdf;2,84149E+12;;;AXA;VRAI;FAUX;KO;
SKAYL_2271150400101_1.pdf;2,27115E+12;2271150400101M43;8849982;AXA;VRAI;VRAI;OK;
FILPACK_PROTECTION_2266127100200_1.pdf;2,26613E+12;2266127100200Z11;6530217;AXA;VRAI;VRAI;OK;
AVT_C.RI.FI_2599779430000_1_5194989.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CITRAVAL___CTRE_INDUST_TR_2257752110500_1_5920527.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
COLDIS_2840810400050_1.pdf;2,84081E+12;2840810400050F50;8338756;AXA;VRAI;VRAI;OK;
PGS_NORMANDIE_2842057101000_1.pdf;2,84206E+12;2842057101000J19;8382421;AXA;VRAI;VRAI;OK;
BERMANS_OPTIC_2000148993010_1.pdf;2,00015E+12;;;AXA;VRAI;FAUX;KO;
SCHROLL_2841491629052_1.pdf;2,84149E+12;2841491629052M98;8376279;AXA;VRAI;VRAI;OK;
AVT_WEIGERDING_HOLDING_2266555110000_1_8906177.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SIRMAT_2842454409002_1.pdf;2,84245E+12;2842454409002H98;7876063;AXA;VRAI;VRAI;OK;
SOCIETE_DACOUSTIQUE_2263898400100_1.pdf;2,2639E+12;2263898400100Q95;8810192;AXA;VRAI;VRAI;OK;
LOCATION_TRANSPORT_FONTOY_2265554420000_1.pdf;2,26555E+12;;;AXA;VRAI;FAUX;KO;
SIRMAT_2842454400062_1.pdf;2,84245E+12;;;AXA;VRAI;FAUX;KO;
MATHLAU_MARIVAL_2264142400001_1.pdf;2,26414E+12;2264142400001Z47;8119939;AXA;VRAI;VRAI;OK;
AVT_CP_DEMENAGEMENTS_LUX_ROLAND_2713474002000_1_8088824.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SCHROLL_2257752430010_1.pdf;2,25775E+12;;;AXA;VRAI;FAUX;KO;
AVT_ALTEM___ALSACIENNE_DE_TRI_2257752110300_1_5919651.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
FONDATION_EUROPEENNE_DE_L_2260579110000_1.pdf;2,26058E+12;2260579110000T11;5461968;AXA;VRAI;VRAI;OK;
AVT_CP_CORREGE_2256419200000_1_5051132.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
CABT_CESAR_2006003404510_1.pdf;2,006E+12;2006003404510K65;6056221;AXA;VRAI;VRAI;OK;
SCHROLL_2257752420011_1.pdf;2,25775E+12;;;AXA;VRAI;FAUX;KO;
AXIA_2_2275176100230_1.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CP_CINQPLUS_HAGUENAU_2711100120500_1_5036596.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
LOUIS_SCHROLL_2257752110200_1.pdf;2,25775E+12;2257752110200Z11;7052225;AXA;VRAI;VRAI;OK;
GROUPE_HERINDEL_2257622110000_1.pdf;2,25762E+12;2257622110000J11;8714413;AXA;VRAI;VRAI;OK;
SANOLEC_2259653400000_1.pdf;2,25965E+12;2259653400000W11;4934101;AXA;VRAI;VRAI;OK;
TRANSCONSEIL_ASSURANCES_2282275540000_1.pdf;2,28228E+12;;;AXA;VRAI;FAUX;KO;
ABRY_ARNOLD_2254585430000_1_FM_NC_Base.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
ASSOCIATION_SYNDICALE_CEN_2259051150000_1.pdf;2,25905E+12;2259051150000G95;5723658;AXA;VRAI;VRAI;OK;
SOLARWATT_FRANCE_2253703210000_1.pdf;2,2537E+12;;;AXA;VRAI;FAUX;KO;
COROU_2263748100000_1.pdf;2,26375E+12;2263748100000R47;6154676;AXA;VRAI;VRAI;OK;
GROUPE_ADIT_2259939100300_1.pdf;2,25994E+12;2259939100300B11;8557326;AXA;VRAI;VRAI;OK;
PGS_SPB_2842059610402_1.pdf;2,84206E+12;2842059610402U95;8377073;AXA;VRAI;VRAI;OK;
ALLS_LOGISTIQUE_2264136400301_1.pdf;2,26414E+12;2264136400301L95;9070894;AXA;VRAI;VRAI;OK;
SIRMAT_2842454409053_1.pdf;2,84245E+12;2842454409053N98;7876072;AXA;VRAI;VRAI;OK;
AVT_CP_WEBSILOR_2261270410100_1_8666158.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
AVT_CP_CORREGE_2256419600001_1_9208013.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
EDITIONS_CLAUDE_VERVIN_2268275609006_1.pdf;2,26828E+12;2268275609006H98;6938097;AXA;VRAI;VRAI;OK;
STAR_PARIS_2262484400000_1.pdf;2,26248E+12;;;AXA;VRAI;FAUX;KO;
AVT_AXIA_16_2275176100160_1_7930629.pdf;;;;AXA;FAUX;FAUX;KO;Améliorer la detection
SHERPA_MOBILE_ROBOTICS_2309600110410_1.pdf;2,3096E+12;2309600110410R50;8255836;AXA;VRAI;VRAI;OK;
HERLI_2263163430000_1.pdf;2,26316E+12;2263163430000W11;7727996;AXA;VRAI;VRAI;OK;
