cie.name,filepath,filename,input_filepath,ref,poledi,numper
MUTUELLE GENERALE,/home/c24b/projects/avenants/DOCS/REV_STD_LAVT_SANTE_R_PMSS_MG_S_20235300PAM_SACOR.pdf,REV_STD_LAVT_SANTE_R_PMSS_MG_S_20235300PAM_SACOR.pdf,./avenants_input/LMG/AVT/REV_STD_LAVT_SANTE_R_PMSS_MG-S-20235300PAM_SACOR.pdf,MG/S/20235300PAM,,
MUTUELLE GENERALE,/home/c24b/projects/avenants/DOCS/REV_STD_LAVT_SANTE_R_PMSS_MG_S_20180742T_ECOSEC.pdf,REV_STD_LAVT_SANTE_R_PMSS_MG_S_20180742T_ECOSEC.pdf,./avenants_input/LMG/AVT/REV_STD_LAVT_SANTE_R_PMSS_MG-S-20180742T_ECOSEC.pdf,MG/S/20180742T,,
MUTUELLE GENERALE,/home/c24b/projects/avenants/DOCS/REV_STD_LAVT_SANTE_R_PMSS_MG_S_2012274S_TREVNAS_FLUVIAL.pdf,REV_STD_LAVT_SANTE_R_PMSS_MG_S_2012274S_TREVNAS_FLUVIAL.pdf,./avenants_input/LMG/AVT/REV_STD_LAVT_SANTE_R_PMSS_MG-S-2012274S_TREVNAS_FLUVIAL.pdf,MG/S/2012274S,,
MUTUELLE GENERALE,/home/c24b/projects/avenants/DOCS/REV_STD_LAVT_PREV_MG_P_23394400MAP_FABRICATION_ET_MONTAGE_DE.pdf,REV_STD_LAVT_PREV_MG_P_23394400MAP_FABRICATION_ET_MONTAGE_DE.pdf,./avenants_input/LMG/AVT/REV_STD_LAVT_PREV_MG-P-23394400MAP_FABRICATION_ET_MONTAGE_DE.pdf,MG/P/23394400MAP,,
AXA,/home/c24b/projects/avenants/DOCS/STIEBEL_ELTRON_2843891400051_1.pdf,STIEBEL_ELTRON_2843891400051_1.pdf,./avenants_input/AXA/TIR/AVT/STIEBEL ELTRON_2843891400051_1.pdf,2843891400051,,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454609001_1.pdf,SIRMAT_2842454609001_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454609001_1.pdf,2842454609001,,
AXA,/home/c24b/projects/avenants/DOCS/PIETRAPAOLI_2251229100160_1.pdf,PIETRAPAOLI_2251229100160_1.pdf,./avenants_input/AXA/TIR/AVT/PIETRAPAOLI_2251229100160_1.pdf,2251229100160,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ANCREST_2263442630001_1_5687175.pdf,AVT_CP_ANCREST_2263442630001_1_5687175.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ANCR'EST_2263442630001_1 5687175.pdf,2263442630001,,
AXA,/home/c24b/projects/avenants/DOCS/ALSACE_CONDITIONNEMENT_2845379410065_1.pdf,ALSACE_CONDITIONNEMENT_2845379410065_1.pdf,./avenants_input/AXA/TIR/AVT/ALSACE CONDITIONNEMENT_2845379410065_1.pdf,2845379410065,,
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268734100000_1.pdf,ELECTRO_MENAGER_2268734100000_1.pdf,./avenants_input/AXA/TIR/AVT/ELECTRO MENAGER_2268734100000_1.pdf,2268734100000,,
AXA,/home/c24b/projects/avenants/DOCS/PARENTHESE_2263549420400_1.pdf,PARENTHESE_2263549420400_1.pdf,./avenants_input/AXA/TIR/AVT/PARENTHESE_2263549420400_1.pdf,2263549420400,,
AXA,/home/c24b/projects/avenants/DOCS/H_COMM_2507759780001_1.pdf,H_COMM_2507759780001_1.pdf,./avenants_input/AXA/TIR/AVT/H COMM_2507759780001_1.pdf,2507759780001,,
AXA,/home/c24b/projects/avenants/DOCS/RECYBIO_2841491600751_1.pdf,RECYBIO_2841491600751_1.pdf,./avenants_input/AXA/TIR/AVT/RECYBIO_2841491600751_1.pdf,2841491600751,,
AXA,/home/c24b/projects/avenants/DOCS/LUDWILLER_2271794410400_1.pdf,LUDWILLER_2271794410400_1.pdf,./avenants_input/AXA/TIR/AVT/LUDWILLER_2271794410400_1.pdf,2271794410400,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_ADIT_2259939110000_1_5179757.pdf,AVT_ADIT_2259939110000_1_5179757.pdf,./avenants_input/AXA/TIR/AVT/AVT ADIT_2259939110000_1 5179757.pdf,2259939110000,,
AXA,/home/c24b/projects/avenants/DOCS/ALSACE_CONDITIONNEMENT_2845379410063_1.pdf,ALSACE_CONDITIONNEMENT_2845379410063_1.pdf,./avenants_input/AXA/TIR/AVT/ALSACE CONDITIONNEMENT_2845379410063_1.pdf,2845379410063,,
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2272479600003_1.pdf,CAFES_SATI_2272479600003_1.pdf,./avenants_input/AXA/TIR/AVT/KO/CAFES SATI_2272479600003_1.pdf,2272479600003,,
AXA,/home/c24b/projects/avenants/DOCS/TRANSPORTS_PMS_2515307550000_1.pdf,TRANSPORTS_PMS_2515307550000_1.pdf,./avenants_input/AXA/TIR/AVT/TRANSPORTS PMS_2515307550000_1.pdf,2515307550000,,
AXA,/home/c24b/projects/avenants/DOCS/ETS_CHARLES_COUTIER_2275103100000_1.pdf,ETS_CHARLES_COUTIER_2275103100000_1.pdf,./avenants_input/AXA/TIR/AVT/ETS CHARLES COUTIER_2275103100000_1.pdf,2275103100000,,
AXA,/home/c24b/projects/avenants/DOCS/RECYBIO_2257752110700_1.pdf,RECYBIO_2257752110700_1.pdf,./avenants_input/AXA/TIR/AVT/RECYBIO_2257752110700_1.pdf,2257752110700,,
AXA,/home/c24b/projects/avenants/DOCS/CASTOR_INVEST_2308939000100_1.pdf,CASTOR_INVEST_2308939000100_1.pdf,./avenants_input/AXA/TIR/AVT/CASTOR INVEST_2308939000100_1.pdf,2308939000100,,
AXA,/home/c24b/projects/avenants/DOCS/FIDUCIAIRE_DE_REVISION_2512267011000_1.pdf,FIDUCIAIRE_DE_REVISION_2512267011000_1.pdf,./avenants_input/AXA/TIR/AVT/FIDUCIAIRE DE REVISION_2512267011000_1.pdf,2512267011000,,
AXA,/home/c24b/projects/avenants/DOCS/LJL_SAS_2256423110000_1.pdf,LJL_SAS_2256423110000_1.pdf,./avenants_input/AXA/TIR/AVT/LJL SAS_2256423110000_1.pdf,2256423110000,,
AXA,/home/c24b/projects/avenants/DOCS/SAM_LE_HAVRE_2312843000000_1.pdf,SAM_LE_HAVRE_2312843000000_1.pdf,./avenants_input/AXA/TIR/AVT/SAM LE HAVRE_2312843000000_1.pdf,2312843000000,,
AXA,/home/c24b/projects/avenants/DOCS/EBK_2313225020000_1.pdf,EBK_2313225020000_1.pdf,./avenants_input/AXA/TIR/AVT/EBK_2313225020000_1.pdf,2313225020000,,
AXA,/home/c24b/projects/avenants/DOCS/HERLI_2263163420000_1.pdf,HERLI_2263163420000_1.pdf,./avenants_input/AXA/TIR/AVT/HERLI_2263163420000_1.pdf,2263163420000,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_VOB_2265716400000_1_6568142.pdf,AVT_CP_VOB_2265716400000_1_6568142.pdf,./avenants_input/AXA/TIR/AVT/AVT CP VOB_2265716400000_1 6568142.pdf,2265716400000,,
AXA,/home/c24b/projects/avenants/DOCS/AFCE_FORMATION_2275781400000_1.pdf,AFCE_FORMATION_2275781400000_1.pdf,./avenants_input/AXA/TIR/AVT/AFCE FORMATION_2275781400000_1.pdf,2275781400000,,
AXA,/home/c24b/projects/avenants/DOCS/KAP_33_2512704051001_1.pdf,KAP_33_2512704051001_1.pdf,./avenants_input/AXA/TIR/AVT/KAP 33_2512704051001_1.pdf,2512704051001,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_ACOUSTIQUE_INDUSTRIELLE_2263898120300_1_8810363.pdf,AVT_ACOUSTIQUE_INDUSTRIELLE_2263898120300_1_8810363.pdf,./avenants_input/AXA/TIR/AVT/AVT ACOUSTIQUE INDUSTRIELLE_2263898120300_1 8810363.pdf,2263898120300,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_LORRAINE_2263549420300_1_5966833.pdf,AVT_CP_BEREST_LORRAINE_2263549420300_1_5966833.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST LORRAINE_2263549420300_1 5966833.pdf,2263549420300,,
AXA,/home/c24b/projects/avenants/DOCS/JET_SYSTEMS_HELICOPTERES_2264025100000_1.pdf,JET_SYSTEMS_HELICOPTERES_2264025100000_1.pdf,./avenants_input/AXA/TIR/AVT/JET SYSTEMS HELICOPTERES_2264025100000_1.pdf,2264025100000,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_1_2275176100010_1_7929822.pdf,AVT_AXIA_1_2275176100010_1_7929822.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 1_2275176100010_1 7929822.pdf,2275176100010,,
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2257752420062_1.pdf,SCHROLL_2257752420062_1.pdf,./avenants_input/AXA/TIR/AVT/SCHROLL_2257752420062_1.pdf,2257752420062,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_BOURGOGNE_2263549430201_1_5966786.pdf,AVT_CP_BEREST_BOURGOGNE_2263549430201_1_5966786.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST BOURGOGNE_2263549430201_1 5966786.pdf,2263549430201,,
AXA,/home/c24b/projects/avenants/DOCS/ALSAPAN_2840785140000_1.pdf,ALSAPAN_2840785140000_1.pdf,./avenants_input/AXA/TIR/AVT/ALSAPAN_2840785140000_1.pdf,2840785140000,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_ACOUSTIQUE_INDUSTRIELLE_2263898110300_1_8810438.pdf,AVT_ACOUSTIQUE_INDUSTRIELLE_2263898110300_1_8810438.pdf,./avenants_input/AXA/TIR/AVT/AVT ACOUSTIQUE INDUSTRIELLE_2263898110300_1 8810438.pdf,2263898110300,,
AXA,/home/c24b/projects/avenants/DOCS/ELITT_2263281400000_1.pdf,ELITT_2263281400000_1.pdf,./avenants_input/AXA/TIR/AVT/ELITT_2263281400000_1.pdf,2263281400000,,
AXA,/home/c24b/projects/avenants/DOCS/J.LOHMULLER_2271794610501_1.pdf,J.LOHMULLER_2271794610501_1.pdf,./avenants_input/AXA/TIR/AVT/J.LOHMULLER_2271794610501_1.pdf,2271794610501,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_B_S_RECYCLAGE_2841491600901_1__8.426.695_.pdf,AVT_CP_B_S_RECYCLAGE_2841491600901_1__8.426.695_.pdf,./avenants_input/AXA/TIR/AVT/AVT CP B S RECYCLAGE_2841491600901_1  8.426.695 .pdf,2841491600901,,
AXA,/home/c24b/projects/avenants/DOCS/DIAMONDE_2840785140300_1.pdf,DIAMONDE_2840785140300_1.pdf,./avenants_input/AXA/TIR/AVT/DIAMONDE_2840785140300_1.pdf,2840785140300,,
AXA,/home/c24b/projects/avenants/DOCS/ANTIGONE_SARL_2258675400010_1.pdf,ANTIGONE_SARL_2258675400010_1.pdf,./avenants_input/AXA/TIR/AVT/ANTIGONE SARL_2258675400010_1.pdf,2258675400010,,
AXA,/home/c24b/projects/avenants/DOCS/BELLANGER_2313098000100_1.pdf,BELLANGER_2313098000100_1.pdf,./avenants_input/AXA/TIR/AVT/BELLANGER_2313098000100_1.pdf,2313098000100,,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454600065_1.pdf,SIRMAT_2842454600065_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454600065_1.pdf,2842454600065,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_WEBSILOR_2261270100100_1_8666978_.pdf,AVT_WEBSILOR_2261270100100_1_8666978_.pdf,./avenants_input/AXA/TIR/AVT/AVT WEBSILOR_2261270100100_1 8666978 .pdf,2261270100100,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALLIANCE_PRO_ENERGIES_2271794400300_1_7329064.pdf,AVT_CP_ALLIANCE_PRO_ENERGIES_2271794400300_1_7329064.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ALLIANCE PRO ENERGIES_2271794400300_1 7329064.pdf,2271794400300,,
AXA,/home/c24b/projects/avenants/DOCS/DOCARINA_2312833020000_1.pdf,DOCARINA_2312833020000_1.pdf,./avenants_input/AXA/TIR/AVT/DOCARINA_2312833020000_1.pdf,2312833020000,,
AXA,/home/c24b/projects/avenants/DOCS/LORTEL_EST_CABLES_2261270100000_1.pdf,LORTEL_EST_CABLES_2261270100000_1.pdf,./avenants_input/AXA/TIR/AVT/LORTEL EST CABLES_2261270100000_1.pdf,2261270100000,,
AXA,/home/c24b/projects/avenants/DOCS/KAYME_2256420310001_1.pdf,KAYME_2256420310001_1.pdf,./avenants_input/AXA/TIR/AVT/KAYME_2256420310001_1.pdf,2256420310001,,
AXA,/home/c24b/projects/avenants/DOCS/LOREX_2268504600001_1.pdf,LOREX_2268504600001_1.pdf,./avenants_input/AXA/TIR/AVT/LOREX_2268504600001_1.pdf,2268504600001,,
AXA,/home/c24b/projects/avenants/DOCS/NOUNOUS_ET_MERVEILLES_2261921400300_1.pdf,NOUNOUS_ET_MERVEILLES_2261921400300_1.pdf,./avenants_input/AXA/TIR/AVT/NOUNOUS ET MERVEILLES_2261921400300_1.pdf,2261921400300,,
AXA,/home/c24b/projects/avenants/DOCS/ALSACE_CONDITIONNEMENT_2845379410060_1.pdf,ALSACE_CONDITIONNEMENT_2845379410060_1.pdf,./avenants_input/AXA/TIR/AVT/ALSACE CONDITIONNEMENT_2845379410060_1.pdf,2845379410060,,
AXA,/home/c24b/projects/avenants/DOCS/PALETTES_GESTION_SERVICES_2842057100000_1.pdf,PALETTES_GESTION_SERVICES_2842057100000_1.pdf,./avenants_input/AXA/TIR/AVT/PALETTES GESTION SERVICES_2842057100000_1.pdf,2842057100000,,
AXA,/home/c24b/projects/avenants/DOCS/ESL__NETWORK_FRANCE_2511949050000_1.pdf,ESL__NETWORK_FRANCE_2511949050000_1.pdf,./avenants_input/AXA/TIR/AVT/ESL & NETWORK FRANCE_2511949050000_1.pdf,2511949050000,,
AXA,/home/c24b/projects/avenants/DOCS/AFCE_FORMATION_2275781410000_1.pdf,AFCE_FORMATION_2275781410000_1.pdf,./avenants_input/AXA/TIR/AVT/AFCE FORMATION_2275781410000_1.pdf,2275781410000,,
AXA,/home/c24b/projects/avenants/DOCS/ASSOCIATION_SYNDICALE_CEN_2259051440000_1.pdf,ASSOCIATION_SYNDICALE_CEN_2259051440000_1.pdf,./avenants_input/AXA/TIR/AVT/ASSOCIATION SYNDICALE CEN_2259051440000_1.pdf,2259051440000,,
AXA,/home/c24b/projects/avenants/DOCS/ORA_DEVELOPPEMENT_2261659400000_1.pdf,ORA_DEVELOPPEMENT_2261659400000_1.pdf,./avenants_input/AXA/TIR/AVT/ORA DEVELOPPEMENT_2261659400000_1.pdf,2261659400000,,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419051_1.pdf,SIRMAT_2842454419051_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454419051_1.pdf,2842454419051,,
AXA,/home/c24b/projects/avenants/DOCS/HYPERTAPIS_2275106100200_1.pdf,HYPERTAPIS_2275106100200_1.pdf,./avenants_input/AXA/TIR/AVT/HYPERTAPIS_2275106100200_1.pdf,2275106100200,,
AXA,/home/c24b/projects/avenants/DOCS/RGR_2258659110000_1.pdf,RGR_2258659110000_1.pdf,./avenants_input/AXA/TIR/AVT/RGR_2258659110000_1.pdf,2258659110000,,
AXA,/home/c24b/projects/avenants/DOCS/SARDI_2841491620401_1.pdf,SARDI_2841491620401_1.pdf,./avenants_input/AXA/TIR/AVT/SARDI_2841491620401_1.pdf,2841491620401,,
AXA,/home/c24b/projects/avenants/DOCS/F_GESTION_2511613020000_1.pdf,F_GESTION_2511613020000_1.pdf,./avenants_input/AXA/TIR/AVT/F GESTION_2511613020000_1.pdf,2511613020000,,
AXA,/home/c24b/projects/avenants/DOCS/L_OFFRE_PORTAGE_2270829610201_1.pdf,L_OFFRE_PORTAGE_2270829610201_1.pdf,./avenants_input/AXA/TIR/AVT/L OFFRE PORTAGE_2270829610201_1.pdf,2270829610201,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_8_2275176110080_1_7930131.pdf,AVT_AXIA_8_2275176110080_1_7930131.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 8_2275176110080_1 7930131.pdf,2275176110080,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CENT_FAMILLES_LAHAYE_2261650100300_1_6532486.pdf,AVT_CENT_FAMILLES_LAHAYE_2261650100300_1_6532486.pdf,./avenants_input/AXA/TIR/AVT/AVT CENT FAMILLES LAHAYE_2261650100300_1 6532486.pdf,2261650100300,,
AXA,/home/c24b/projects/avenants/DOCS/ECOFLUIDE_2263300430000_1.pdf,ECOFLUIDE_2263300430000_1.pdf,./avenants_input/AXA/TIR/AVT/ECOFLUIDE_2263300430000_1.pdf,2263300430000,,
AXA,/home/c24b/projects/avenants/DOCS/NEUTRALIS_2841491600601_1.pdf,NEUTRALIS_2841491600601_1.pdf,./avenants_input/AXA/TIR/AVT/NEUTRALIS_2841491600601_1.pdf,2841491600601,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_WOERNER_GMBH_2712482001700_1_5115792.pdf,AVT_CP_WOERNER_GMBH_2712482001700_1_5115792.pdf,./avenants_input/AXA/TIR/AVT/AVT CP WOERNER GMBH_2712482001700_1 5115792.pdf,2712482001700,,
AXA,/home/c24b/projects/avenants/DOCS/ALSACE_CONDITIONNEMENT_2845379410052_1.pdf,ALSACE_CONDITIONNEMENT_2845379410052_1.pdf,./avenants_input/AXA/TIR/AVT/ALSACE CONDITIONNEMENT_2845379410052_1.pdf,2845379410052,,
AXA,/home/c24b/projects/avenants/DOCS/PHARMACIE_HEILIGENSTEIN_2312865000200_1.pdf,PHARMACIE_HEILIGENSTEIN_2312865000200_1.pdf,./avenants_input/AXA/TIR/AVT/PHARMACIE HEILIGENSTEIN_2312865000200_1.pdf,2312865000200,,
AXA,/home/c24b/projects/avenants/DOCS/SOCIETE_DES_MAGASINS_ECON_2263747100000_1.pdf,SOCIETE_DES_MAGASINS_ECON_2263747100000_1.pdf,./avenants_input/AXA/TIR/AVT/SOCIETE DES MAGASINS ECON_2263747100000_1.pdf,2263747100000,,
AXA,/home/c24b/projects/avenants/DOCS/FRANDEMAR_2251229100000_1.pdf,FRANDEMAR_2251229100000_1.pdf,./avenants_input/AXA/TIR/AVT/FRANDEMAR_2251229100000_1.pdf,2251229100000,,
AXA,/home/c24b/projects/avenants/DOCS/LA_CYMAISE___LOUVENCOURT_2006003179610_1.pdf,LA_CYMAISE___LOUVENCOURT_2006003179610_1.pdf,./avenants_input/AXA/TIR/AVT/LA CYMAISE - LOUVENCOURT_2006003179610_1.pdf,2006003179610,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_LORRAINE_2263549620301_1_5966885.pdf,AVT_CP_BEREST_LORRAINE_2263549620301_1_5966885.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST LORRAINE_2263549620301_1 5966885.pdf,2263549620301,,
AXA,/home/c24b/projects/avenants/DOCS/MAISON_DE_LA_NOUVELLE_2265875400010_1.pdf,MAISON_DE_LA_NOUVELLE_2265875400010_1.pdf,./avenants_input/AXA/TIR/AVT/MAISON DE LA NOUVELLE_2265875400010_1.pdf,2265875400010,,
AXA,/home/c24b/projects/avenants/DOCS/PGS_SUD_OUEST_2842057111200_1.pdf,PGS_SUD_OUEST_2842057111200_1.pdf,./avenants_input/AXA/TIR/AVT/PGS SUD OUEST_2842057111200_1.pdf,2842057111200,,
AXA,/home/c24b/projects/avenants/DOCS/LUDWILLER_2271794610401_1.pdf,LUDWILLER_2271794610401_1.pdf,./avenants_input/AXA/TIR/AVT/LUDWILLER_2271794610401_1.pdf,2271794610401,,
AXA,/home/c24b/projects/avenants/DOCS/INSTITUT_DE_FORMATION_DU_2713034000000_1.pdf,INSTITUT_DE_FORMATION_DU_2713034000000_1.pdf,./avenants_input/AXA/TIR/AVT/INSTITUT DE FORMATION DU_2713034000000_1.pdf,2713034000000,,
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2257752430000_1.pdf,SCHROLL_2257752430000_1.pdf,./avenants_input/AXA/TIR/AVT/SCHROLL_2257752430000_1.pdf,2257752430000,,
AXA,/home/c24b/projects/avenants/DOCS/IMARE_2251229100060_1.pdf,IMARE_2251229100060_1.pdf,./avenants_input/AXA/TIR/AVT/IMARE_2251229100060_1.pdf,2251229100060,,
AXA,/home/c24b/projects/avenants/DOCS/ABRY_ARNOLD_2254585440001_1_FM_C_Option.pdf,ABRY_ARNOLD_2254585440001_1_FM_C_Option.pdf,./avenants_input/AXA/TIR/AVT/ABRY ARNOLD_2254585440001_1 FM C Option.pdf,2254585440001,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARECO_2599772660000_1_5171718.pdf,AVT_CP_ARECO_2599772660000_1_5171718.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ARECO_2599772660000_1 5171718.pdf,2599772660000,,
AXA,/home/c24b/projects/avenants/DOCS/CASTOR_INVEST_2308939000200_1.pdf,CASTOR_INVEST_2308939000200_1.pdf,./avenants_input/AXA/TIR/AVT/CASTOR INVEST_2308939000200_1.pdf,2308939000200,,
AXA,/home/c24b/projects/avenants/DOCS/PARENTHESE_2263549430401_1.pdf,PARENTHESE_2263549430401_1.pdf,./avenants_input/AXA/TIR/AVT/PARENTHESE_2263549430401_1.pdf,2263549430401,,
AXA,/home/c24b/projects/avenants/DOCS/JEAN_AVIER_2510616640000_1.pdf,JEAN_AVIER_2510616640000_1.pdf,./avenants_input/AXA/TIR/AVT/JEAN AVIER_2510616640000_1.pdf,2510616640000,,
AXA,/home/c24b/projects/avenants/DOCS/HERINDEL_2257622110100_1.pdf,HERINDEL_2257622110100_1.pdf,./avenants_input/AXA/TIR/AVT/HERINDEL_2257622110100_1.pdf,2257622110100,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARTENREEL_SARL_2258676400000_1_9159923.pdf,AVT_CP_ARTENREEL_SARL_2258676400000_1_9159923.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ARTENREEL SARL_2258676400000_1 9159923.pdf,2258676400000,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_CINQ_PLUS_SOULTZ_SOUS_2711100120570_1_5036643.pdf,AVT_CP_CINQ_PLUS_SOULTZ_SOUS_2711100120570_1_5036643.pdf,./avenants_input/AXA/TIR/AVT/AVT CP CINQ PLUS SOULTZ SOUS_2711100120570_1 5036643.pdf,2711100120570,,
AXA,/home/c24b/projects/avenants/DOCS/BUREAUX_EUROPE_2263707410000_1_résilié.pdf,BUREAUX_EUROPE_2263707410000_1_résilié.pdf,./avenants_input/AXA/TIR/AVT/BUREAUX EUROPE_2263707410000_1 résilié.pdf,2263707410000,,
AXA,/home/c24b/projects/avenants/DOCS/M.T.C._2310413027000_1.pdf,M.T.C._2310413027000_1.pdf,./avenants_input/AXA/TIR/AVT/M.T.C._2310413027000_1.pdf,2310413027000,,
AXA,/home/c24b/projects/avenants/DOCS/LUDWILLER_2271794400500_1.pdf,LUDWILLER_2271794400500_1.pdf,./avenants_input/AXA/TIR/AVT/LUDWILLER_2271794400500_1.pdf,2271794400500,,
AXA,/home/c24b/projects/avenants/DOCS/EST_ENTREPOT_CORGER_2983220400000_1.pdf,EST_ENTREPOT_CORGER_2983220400000_1.pdf,./avenants_input/AXA/TIR/AVT/EST ENTREPOT CORGER_2983220400000_1.pdf,2983220400000,,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419052_1.pdf,SIRMAT_2842454419052_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454419052_1.pdf,2842454419052,,
AXA,/home/c24b/projects/avenants/DOCS/RECOS_MACHINES_2257742440000_1.pdf,RECOS_MACHINES_2257742440000_1.pdf,./avenants_input/AXA/TIR/AVT/RECOS MACHINES_2257742440000_1.pdf,2257742440000,,
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150610101_1.pdf,SKAYL_2271150610101_1.pdf,./avenants_input/AXA/TIR/AVT/SKAYL_2271150610101_1.pdf,2271150610101,,
AXA,/home/c24b/projects/avenants/DOCS/RECOS_MACHINES_2257742640001_1.pdf,RECOS_MACHINES_2257742640001_1.pdf,./avenants_input/AXA/TIR/AVT/RECOS MACHINES_2257742640001_1.pdf,2257742640001,,
